 INFO | IDzzzz_two_sum | 19:33:59 longestPalindrome([2,7,11,15]\n9) = [1,0]
 INFO | IDzzzz_two_sum | 19:34:02 longestPalindrome([3,2,4]\n6) = [2,1] 
 INFO | IDzzzz_two_sum | 19:34:03 longestPalindrome([3,3]\n6) = [1,0] 
 INFO | IDzzzz_two_sum | 19:34:36 longestPalindrome([2,7,11,15]\n9) = [1,0] 
 INFO | IDzzzz_two_sum | 19:34:36 longestPalindrome([3,2,4]\n6) = [2,1] 
 INFO | IDzzzz_two_sum | 19:34:36 longestPalindrome([3,3]\n6) = [1,0] 
 INFO | IDzzzz_two_sum | 19:39:09 longestPalindrome([2,7,11,15]\n9) = [1,0] 
 INFO | IDzzzz_two_sum | 19:39:09 longestPalindrome([3,2,4]\n6) = [2,1] 
 INFO | IDzzzz_two_sum | 19:39:09 longestPalindrome([3,3]\n6) = [1,0] 
